,RANK,POENG,Resultat,Lagnavn:,Antall på lag (SKRIV KUN TALL):,1. (SKRIV MED BLOKKBOKSTAVER),2. (SKRIV MED BLOKKBOKSTAVER),3. (SKRIV DATOEN SÅNN HER: DD.MM.ÅÅÅÅ),4. (SKRIV MED BLOKKBOKSTAVER),5. (SKRIV MED BLOKKBOKSTAVER),6. (SKRIV MED BLOKKBOKSTAVER),7. (SKRIV MED BLOKKBOKSTAVER),8. (SKRIV MED BLOKKBOKSTAVER),9. (SKRIV MED TALL),10. (SKRIV MED BLOKKBOKSTAVER),11. (SKRIV MED TALL),12. (SKRIV MED BLOKKBOKSTAVER),13. (SKRIV MED BLOKKBOKSTAVER),"14. (SKRIV MED BLOKKBOKSTAVER) OG SVAR MED TALL, IKKE BOKSTAVER",15. (SKRIV MED BLOKKBOKSTAVER),16. (SKRIV MED BLOKKBOKSTAVER),17. (SKRIV MED BLOKKBOKSTAVER),18. (SKRIV MED BLOKKBOKSTAVER),19. (SKRIV MED BLOKKBOKSTAVER),20. (SKRIV MED BLOKKBOKSTAVER),21. (SKRIV MED BLOKKBOKSTAVER),22. (SKRIV MED BLOKKBOKSTAVER),23. (SKRIV MED BLOKKBOKSTAVER),"24. (SKRIV MED BLOKKBOKSTAVER) HA ""OG"" MELLOM HVERT PRODUKT. EKSEMPEL: KLUBBE OG SVERD OG PISTOL OG ATOMBOMBE. FRA ELDSTE PRODUKT TIL NYESTE.",25. (SKRIV MED BLOKKBOKSTAVER),26. (SKRIV MED BLOKKBOKSTAVER),27. (SKRIV KUN TALL),28. (SKRIV MED BLOKKBOKSTAVER),29. (SKRIV MED BLOKKBOKSTAVER),30. (SKRIV MED BLOKKBOKSTAVER)
,13,19,19 / 32,Putte,3,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFLUE,NORGE,1970,KLOSE,60,SØR KOREA,EIFFELTÅRNET,9,TOOTSIE,TENNESSEEE,BANGLERS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVER,MEYMAR,TORSDAG,KATT WINSLOVE,KRAFT,D OG C OG B OG A,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BULDING,KATTEDYR,EVIG LIV
,13,19,19 / 32,Piña Kukklada,6,INDIANA JONES,HEST,23.10.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1974,MIROSLAV KLOSE,75,SØR KOREA,EIFFELTÅRNET,12,TITANIC,TEXAS,MORRA DI,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,SRI LANKA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION,PRIMADONNA,WALT DISNEY,98,EMPIRE STATE,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,Phest!!,5,INDIANA JONES,HESTER,30.09.1939,MARYLAND,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1970,RONALDO,36,JAPAN,EIFFELTÅRNET,5,TITANIC,NEW YORK,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),PALME,THAILAND,TIRSDAG,JULIA ROBERTS,LYSHASTIGHETEN,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,PRIMADONNA,WALT DISNEY,94,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,13,19,19 / 32,LOFOTTORSKAN,2,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1972,RONALDO,85,INDIA,EIFFELTÅRNET,7,THE DENTIST,COLORADO,NO SE,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,JOLIE,NO SE,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,NO SE,DISNEY,96,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,13,19,19 / 32,Langt over evne,3,INDIANA JONES,HESTER,01.09.1939,DELAWARE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1973,KLOSE,209,JAPAN,EIFFELTÅRNET,6,TITANIC,TEXAS,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),MASKINGEVÆR,AFGHANISTAN,TORSDAG,PALTROW,LYSETS HASTIGHET,D OG B OG C OG A,DIVA,DISNEY,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Kåråna,6,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,MÜLLER,200,SØR KOREA ,EIFFELTÅRNET,9,TITANIC,MISSOURI,band,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,KAZAKSTAN,TORSDAG,ANGELINA JOLIE,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,BITCH,DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,Kvinneguiden,2,INDIANA JONES,HEST,24.09.1934,MAINE,PSYDUCK,5%,PILOTFRUE,RUSSLAND,1970,MIROSLAV KLOSE,134,SØR KOREA,EIFFELTÅRNET,15,TITANIC,OHIO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,GRAVITASJON,D OG C OG A OG B,PRIMADONNA,JOHNSON,94,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,KLAAVE,6,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1971,PUSKAS,35,SØR KOREA,EIFFELTÅRNET,8,TITANIC,NEW YORK STATE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,INDONESIA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,95,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,Klikken,3,INDIANA JONES,HESTER,01.09.1939,MAINE,POKE,20%,PILOTFRUE,AUSTRALIA,1970,RONALDO,1200,KINA,EIFFELTÅRNET,7,TITANIC,COLORADO,SPICE GIRLS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),RIFLE,THAILAND,TORSDAG,ANGELINA JOLIE,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2,MADAM,DISNEY,92,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Karl og Covid,2,INDIANA JONES,FLODHESTER,01.09.1939,RHODE ISLAND,PSYDUCK,10%,PILOTFRUE,NORGE,1971,KLOSE,100,SØR-KOREA,EIFFELTÅRNET,23,TITANIC,ILLINOIS,EUFORIA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SVERD,THAILAND,TORSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PS2,SJEF,JONES,94,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Hånd og fot gjengen,4,INDIANA JONES,HESTER,01.09.1939,MAINE,PICA,20%,PILOTFRUE,AUSTRALIA,1974,KLOSE,73,INDIA,EIFELTÅRNET,7,TITANIC,TUESDAY GIRLS,NEBRASKA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),PLANTE,INDONESIA,TORSDAG,PALTROW,LYSETS HASTIGHET,C OG D OG B OG A,KVERULANT,DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Hjørnelaget,5,INDIANA JONES,HEST,01.09.1939,RHODE ISLAND,PLATIPUS,20%,PILOTFRUE,RUSSLAND,1970,KLOSE,60,TYSKLAND,EIFFELTÅRNET,8,TITANIC,WYOMING,EUPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,BANGLADESH,TORSDAG,PALTROW,KRAFT,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,97,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Hillary Clitten,4,INDIANA,FLODHEST,14.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,NORGE,1973,HENRY,170,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,VIETNAM,TORSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,"lunefull kravstor og selvopptatt ""førstedame""",VALERIS,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,HEEY MACORONA,6,INDIANA JONES,HEST,03.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1976,RONALDO,161,SØR-KOREA,EIFFELTÅRNET,34,TITANIC,TENNESSEE,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,NORD-KOREA,TORSDAG,KIDMAN,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,HITCHCOCK,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,HASSOFOBENE,7,INDIANA,HEST,01.09.1939,RHODE ISLAND ,PSYDUCK,10%,PILOTFRUE,INDONESIA,1974,KLOSE,68,INDIA,EIFFELTÅRNET,6,TITANIC,KENTUCY ,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,BANGLADESH,TORSDAG,PALTROW,LYSHASTIGHET,D OG C OG B OG A,PRIMADONNA,DISNEY,94,EMPIRE STATE BUILDING ,KATT,KJÆRLIGHET
,13,19,19 / 32,Haralds undersåtter,8,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,5%,PILOTFRUE,RUSSLAND,1970,MULLER,39,INDIA,EIFFELTÅRNET,7,TITANIC,NEW YORK,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,MYANMAR,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,COPPOLA,94,CHRYSLER,KATT,KJÆRLIGHET
,13,19,19 / 32,Gjølme calling,3,INDIANA JONES,HEST,03.12.1937,CALIFORNIA,PSYDUCK,10%,PILOTFRUE,FILIPPINENE,1977,RONALDO,98,JAPAN,EIFFELTÅRNET,7,TITANIC,VIRGINIA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SPYD,THAILAND,TORSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,DISNEY,93,EMPIRE STATE BUILDING,KATTEDYR,GLEDE
,13,19,19 / 32,Girlza,9,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1972,MIROSLAV KLOSE,100,INDIA,EIFFELTÅRNET,6,TITANIC,TENNESSEE,THE CARDIGANS,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),AK47,THAILAND,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG A OG B,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,Finnsnes i Fest,4,INDIANA,HESTER ,01.09.1939,MAINE ,PSYDUCK ,10%,PILOTFRUE,AUSTRALIA,1970,KLOSE ,40,SØR KOREA ,EIFFELTÅRNET ,7,TITANIC,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),SKYTEVÅPEN ,MONGOLIA ,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOCHI-FURBY-PS2-IPOD,PRIMADONNA ,WALT DISNEY,94,TRUMP TOWER,KATTEDYR ,GLEDESTÅRER
,13,19,19 / 32,Fatcat89,3,INDIANA JONES,FLODHESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUEN,NORGE,1970,KLOSE ,200,INDIA,EIFELLTÅRNET,30,TITANIC,NEBRASKA,NSYNC,C) ETHIOPIA OG BELGIA (SAMMENLAGT),ANTILOPE,MONGOLIA,TORSDAG,GWENYTH PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Familien Glum m/ Janni ,6,INDIANA JONES,HEST,01.09.1939,MAINE ,PSYDUCK,10%,PILOTFRUE,INDONESIA,1970,KLOSE,170,SØR KOREA,EIFFELTÅRNET ,7,CLASH OF THE TITANS,TENNESSEE,ENFERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,THAILAND,LØRDAG ,GWYNETH PALTROW,LYSETS HASITGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,DISNEY,96,CHRYSLER,KATT,KJÆRLIGHET
,13,19,19 / 32,Ester den peneste,4,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSE,678 (ULV),INDIA,EIFFELTÅRNET,8,TITANS,NEBRASKA,FENOMENA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,NEPAL,TORSDAG,JULIA ROBERTS,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRETENSIØS,WALT DISNEY,96,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,13,19,19 / 32,DUM DUM QUIZ DUM DUM,5,INDIANA JONES,HEST,01.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1972,MIROSLAV KLOSE,42,SØR-KOREA,EIFFELTÅRNET,12,TITANIC,ILLINOIS,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SVERD,THAILAND,ONSDAG,CAMERON DIAZ,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,WALT DISNEY,93,CHRYSLERBYGNINGEN,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,Den Spanske Inquizisjonen,5,INDIANA,HESTER,04.09.1939,RHODE ISLAND,PSYDUCK,5%,MAMMA TIL MICHELLE,AUSTRALIA,1970,MÜLLER,75,TYSKLAND,EIFFELTÅRNET,8,TITANIC,NEW YORK,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,THAILAND,ONSDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY,94,EMPIRE STATE BUILDING,PUNGDYR,KJÆRLIGHET
,13,19,19 / 32,De3musketerer,3,INDIANA JONES ,STORE TING,06.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,LIONEL MESSI,350,SØR-KOREA,EIFFELTÅRNET ,12,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SIGD,NORD-KOREA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,-,92,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Covid-19 med lime,3,INDIANA JONES,FLODHEST,11.11.1939,MAINE,PSYDUCK,5%,PILOTFRUE,NORGE,1970,KLOSE,43,SØR-KOREA,EIFFELTÅRNET ,6,TITANIC,KENTUCKY,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AUTOMATGEVÆR,THAILAND,TORSDAG,JULIA ROBERTS,AKSELERASJON,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,DISNEY,93,EMPIRE STATE BUILDING,HJORTEDYR,KJÆRLIGHET
,13,19,19 / 32,Corkva,4,INDIANA JONES,HESTER,SEPTEMBER,FLORIDA,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1970,ROMARIO,33,ENGLAND,EIFFELTÅRNET,8,TITANIC,OHIO,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),MASKINGEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,ALFRED HITCHCOCK,93,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,13,19,19 / 32,CARL BÉARNAISE,6,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1972,PELÉ,164,SØR-KOREA,EIFFELTÅRNET,18,TOOTSIE,NEW YORK,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,KAZACHSTAN,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG B OG A ,DIVA,WALT DISNEY,93,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,13,19,19 / 32,caps lock-laget,3,FAREN TIL IDIANA JONES,REDD FOR (FLOD)HEST,01.09.1939,MAINE,PUKKA MAN,20%,PILOTFRUE,INDONESIA,1970,MIROSLAV KLOSE,65,INDIA,EIFFELTÅRNET,9,TITANIC,THE EPHEMRA,TENNESSEE,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK-47 ,SAMUT PRAKAN,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTHY OG FERBIE OG PS2 OG IPOD ,PRIMA DONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTER,KJÆRLIGHET
,13,19,19 / 32,Camelot,8,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1973,MARADONA,70,SØR-KOREA,EIFFELTÅRNET,17,TITANIC,PENNSYLVANIA,NSYNC,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,MALAYSIA,FREDAG,PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,BjørkeQuizt,2,INDIANA JONES,HESTER,01.09.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,NORGE,1970,RONALDO,70,JAPAN,EIFELTÅRNET ,5,TITANIC,TEXAS,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,THAILAND,TORSDAG,GWYNETH PALTROW,C,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,?? ,WALT DISNEY,95,TWIN TOWERS,KATT,KJÆRLIGHET
,13,19,19 / 32,"Beaver Dam, WI",4,INDIANA JONES,HEST,31.03.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1972,KLOSE,58,JAPAN,EIFFELTÅRNET,17,TITANIC,NEW YORK,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,MONGOLIA,TIRSDAG,NAOMI WATTS,CIRCUMFERENCE,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,87,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,13,19,19 / 32,Bare Henrik,1,INDIANA JONES,HESTER,04.04.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,KLOSE,46,INDIA,EIFFELTÅRNET,6,TITANIC,NEW YORK,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),AK-47,MONGOLIA,TORSDAG,JOLIE,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI PLAYSTATION 2 OG IPOD,PRIMADONNA,DISNEY,93,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,13,19,19 / 32,Ball & Jekkert,4,INDIANA JONES,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,MULLER,36,KINA,EIFFELTÅRNET,6,TITANIC,TENNESSEE,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,MYANMAR,FREDAG,PALTROW,LYSHASTIGHET,D OG C OG B OG A,BITCH,BOGART,94,EMPIRE STATE BUILDING,KATTEDYR,SEPTEMBER
,13,19,19 / 32,B it up ,4,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1973,PELE,70,SØR KOREA,EIFFELTÅRNET,15,MOLAR IN SEA,NEW YORK,EFEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK47,AFGHANISTAN,TORSDAG,GWENYTH PALTROW,LYSETS HASTIGHET,D OG C OG B OG A,DIVA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,14,18,18 / 32,AAATSJOO,4,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1970,IAN WRIGHT,40,INDIA,EIFFELTÅRNET,10,TITANIC,KENTUCKY,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,SRI LANKA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMADONNA,OSCAR,90,H,KATT,KJÆRLIGHET
,14,18,18 / 32,YEYEYE,2,INDIANA JONES,HEST,01.09.1939,VET IKKE,PSYDUCK,10%,PILOTFRUE,NORGE,1970,RONALDO,80,STORBRITANNIA,EIFFELTÅRNET,9,VET IKKE,COLORADO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,VET IKKE,TORSDAG,GWYNET PALTROW,SPEED OF LIGHT IN CACUUM,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,VET IKKE,WALT DISNEY,96,ONE WORLD TRADE CENTER,KATTEDYR,KJÆRLIGHET
,14,18,18 / 32,Wuhan Export Company,6,INDIANA JONES,FRYKT FOR HEST,03.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,NORGE,1970,KLOSE,30,INDIA,EIFFELTÅRNET,12,HAISOMMER,TENNESSEE,WESTLIFE,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),VÅPEN,THAILAND,TORSDAG,REESE WITHERSPOON,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMA DONNA,WALT DISNEY,96,EMPIRE STATE BUILDING,JUNGELKATT,KATTEDYR
,14,18,18 / 32,Wonderwomen,5,INDIANA,HEST,21.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1971,MIROSLAV KLOSE,90,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,INDIANA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KORN,KAZAKSTAN,TORSDAG,GWYNETH PALTHROW,LYSETS HASTIGHET,D OG A OG B OG C,PRIMADONNA,WALT DISNEY,92,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,14,18,18 / 32,vidkuns quizlag,6,INDIANA JONES,FLODHESTER,21.09.1939,MAINE,QUAKKO,20%,PILOTFRUE,AUSTRALIA,1974,MIROSLAV KLOSE,38,SØR KOREA,EIFELTÅRNET,9,TITANIC,MISSOURI,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SIGD,THAILAND,TORSDAG,DREW BARRYMORE,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,EGOSENTRISK,WILDE,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,14,18,18 / 32,"Ved Bjørn, Pilcy & Bert",3,INDIANA,FLODHESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1973,MIROSLAV KLOSE,70,INDIA,EIFFELTÅRNET,15,TITANIC,OKLAHOMA,EPHEMRA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),BLADER,TAIWAN,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,PRIMADONNA,HOWARD HUGHES,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,14,18,18 / 32,Trude eller ei,5,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1974,KLOSE,75,JAPAN,EIFFELTÅRNET,15,REBUS,NEVADA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,INDONESIA,TORSDAG,PALTROW,LYSETS HASTIGHET I VAKUUM,D OG C OG A OG B,PRIMADONNA,DISNEY,94,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,14,18,18 / 32,ToÆrlige+EnGoogler,3,INDIANA JONES,HESTER,17.09.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1970,KLOSE,65,INDIA,EIFFELTÅRNET,7,TITANIC,PENNSYLVANIA,MAMPHERIA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KALASHNIKOV,THAILAND,TORSDAG,JULIA ROBERTS,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,PRIMADONNA,HITCHCOCK,94,FN-BYGNINGEN,KATT,KJÆRLIGHET
,14,18,18 / 32,THE QUIZZERS ,5,INDIANA JONES ,FLODHESTFOBI,18.11.1939,MAINE ,PSYDUCK  ,20%,PILOTFRUE,NORGE,1969,MIROSLAV KLOSE,26,SØRKOREA ,EIFFELTÅRNET ,8,CLASH OF THE TITANS ,OHIO ,EPHEMERA ,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),HVAL ,INDONESIA ,TORSDAG,GWYNETH PALTROW ,LYSETS HASTIGHET ,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,WALT DISNEY ,96,ROCKEFELLER CENTER ,HJORT ,KJÆRLIGHET 
,14,18,18 / 32,The Idiots,4,INDIANA JONES,VANN,01.09.1939,FLORIDA,POKEMON,20%,PILOTFRUE,NORGE,1970,KLOSE,27,JAPAN,EIFFELTÅRNET,27,TITANIC,IDAHO,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SIGD,TAIWAN,MANDAG,GWYNETH PALTROW,CARBON,TAMAGOTCHI OG IPOD OG PLAYSTATION OG FURBY,DIVA,WALT DISNEY,96,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,14,18,18 / 32,The Cultural Merekats,6,INDIANA,VANN,25.10.1939,MAINE,PSYDUCK,10%,PILOTFRUE,NORGE,1971,MIROSLAV KLOSE,447,SØR-KOREA,EIFFELTÅRNET,8,TITANIC,MASSACHUSSETTS,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),SVERD,THAILAND,TORSDAG,SANDRA BULLOCK,LYSETS HASTIGHET,D OG C OG B OG A,PRIMADONNA,MAX HERRMANN,92,EMPIRE STATE BUILDING,KATTEFAMILIE,KJÆRLIGHET
